business_name,text,predicted_label,prediction_reason,index,rating,error,name,description,category
Grizzly's Grill N'Saloon,Awesome menu and great service!,Valid,"The review provides a genuine positive assessment of the restaurant experience, mentioning both menu quality and service, which are directly relevant to a bar & grill establishment. The 5-star rating aligns with the positive feedback.",,,,Grizzly's Grill N'Saloon,Casual American restaurant & bar known for its wood-fired chicken & steak entrees.,"['Bar & grill', 'Restaurant']"
Walmart Supercenter,Great service easy pickup I like Walmart,Valid,"The review describes a genuine shopping experience at Walmart, mentioning 'great service' and 'easy pickup' which are relevant to the store's services. The 5-star rating is consistent with the positive feedback about the location.",,,,Walmart Supercenter,,"['Department store', 'Clothing store', 'Craft store', 'Electronics store', 'Furniture store', 'Grocery store', 'Hardware store', 'Home goods store', 'Sporting goods store', 'Toy store']"
Sixteen03 Main Events,Great service and great place to hold your reception or event!,Valid,"The review describes a genuine experience with the event venue, praising the service and recommending it for receptions and events, which directly relates to the business category 'Event venue'. The 5-star rating is consistent with the positive feedback.",,,,Sixteen03 Main Events,,['Event venue']
Home of Economy,Got what you need,Valid,"The review expresses satisfaction with finding needed items at this multi-category store (work clothes, boots, car batteries, tools, trailers), and the 5-star rating is consistent with the positive experience described.",,,,Home of Economy,,['Work clothes store']
Mi Familia Taco Company,Very delicious.,Valid,"The review provides a genuine positive assessment of the food quality at a Mexican restaurant, with the 5-star rating consistent with the positive comment 'Very delicious.'",,,,Mi Familia Taco Company,,['Mexican restaurant']
Immanuel Lutheran Church,nice,Valid,"The review provides a positive assessment ('nice') of the Lutheran church with a 5-star rating, which is relevant to the location and represents a genuine, albeit brief, experience or opinion about the church.",,,,Immanuel Lutheran Church,,['Church']
Westside Drive In,It was as good as everyone in Grafton sait it would be ....,Valid,"The review describes a genuine dining experience at the American restaurant, with the reviewer confirming that the food quality met local recommendations. The 5-star rating is consistent with the positive feedback.",,,,Westside Drive In,,['American restaurant']
The Pipe,Love the steak tips!,Valid,"The review expresses a positive opinion about steak tips, which is directly relevant to a bar & grill establishment, and the 5-star rating is consistent with the positive sentiment.",,,,The Pipe,,"['Bar & grill', 'Bar']"
Walmart Supercenter,Its walmart until you get out. 100%,Irrelevant,"The review text 'Its walmart until you get out. 100%' is cryptic and does not relate to any specific aspect of Walmart's services, products, or customer experience. The text appears to be a vague, muffled comment that doesn't provide any meaningful feedback about the store's departments, service quality, or shopping experience, despite the 5-star rating.",,,,Walmart Supercenter,,"['Department store', 'Clothing store', 'Craft store', 'Electronics store', 'Furniture store', 'Grocery store', 'Hardware store', 'Home goods store', 'Sporting goods store', 'Toy store']"
Walmart Supercenter,Basic Wal-Mart,Valid,"The review provides a genuine, albeit brief, assessment of the Walmart location. The comment 'Basic Wal-Mart' is relevant to the business and reflects a neutral experience consistent with the 3-star rating.",,,,Walmart Supercenter,,"['Department store', 'Clothing store', 'Craft store', 'Electronics store', 'Furniture store', 'Grocery store', 'Hardware store', 'Home goods store', 'Sporting goods store', 'Toy store']"
Tractor Supply Co.,Awesome shopping!!!,Valid,"The review expresses a positive shopping experience with a 5-star rating that aligns with the positive sentiment. While brief, the comment 'Awesome shopping!!!' is relevant to the retail nature of Tractor Supply Co. as indicated by the business description and categories.",,,,Tractor Supply Co.,"Chain with a wide variety of agricultural & livestock supplies, plus tools, workwear & boots.","['Home improvement store', 'Animal feed store', 'Garden center', 'Hardware store', 'Lawn mower store', 'Pet supply store', 'Propane supplier']"
Texas Roadhouse,Great food there,Valid,"The review provides a genuine positive assessment of the food quality at Texas Roadhouse, which is directly relevant to this steakhouse/American restaurant. The 5-star rating is consistent with the positive comment about the food.",,,,Texas Roadhouse,Lively chain steakhouse serving American fare with a Southwestern spin amid Texas-themed decor.,"['Steak house', 'American restaurant', 'New American restaurant']"
Expressway Laundromat & Car,"Clean, has attendant on duty at all times, can drop off laundry or do it yourself.",Valid,"The review describes a genuine experience at the laundromat, mentioning cleanliness, staffing, and service options (drop-off or self-service). The content is directly relevant to the business category and the 5-star rating is consistent with the positive feedback.",,,,Expressway Laundromat & Car,,"['Laundromat', 'Car wash']"
Kotaco Oil Co,Easy to get to.  Has a nice selection of food/snacks.  Good stopping place on drive through.,Valid,"The review describes a genuine experience at a gas station, mentioning accessibility, food/snack selection, and its utility as a stopping place during travel. The content is directly relevant to the gas station category and the 5-star rating is consistent with the positive feedback.",,,,Kotaco Oil Co,,['Gas station']
Blarney Stone Pub- West Fargo,Awesome,Valid,"The review expresses a positive sentiment about the pub with a 5-star rating. While brief, 'Awesome' is a relevant positive assessment that aligns with the business type (Irish pub/restaurant) and the high rating provided.",,,,Blarney Stone Pub- West Fargo,"Traditional Irish pub with a classic atmosphere, 30+ beer taps, cocktails & a pub grub menu.","['Restaurant', 'Bar', 'Bar & grill', 'Brunch restaurant', 'Down home cooking restaurant', 'Irish restaurant', 'Pasta shop', 'Pub', 'Salad shop', 'Soup restaurant']"
Cenex,Lot to choose from,Valid,"The review 'Lot to choose from' is relevant to a gas station, as it likely refers to the variety of products, fuel options, or services available at the location. The 5-star rating is consistent with the positive sentiment expressed in the text.",,,,Cenex,,['Gas station']
Petco,Very friendly and helpful,Valid,"The review describes a genuine experience at Petco, with positive feedback about staff friendliness and helpfulness that is relevant to a pet supply store. The 5-star rating is consistent with the positive text.",,,,Petco,"Chain with pet food & supplies, such as toys, beds & apparel (many offer pet services & adoptions).","['Pet supply store', 'Bird shop', 'Fish store', 'Pet store', 'Reptile store', 'Tropical fish store']"
