business_name,text,predicted_label,prediction_reason,index,rating,error,name,description,category
Fogo de Chão Brazilian Steakhouse,MEat cooked to perfection.  Tasty salads and sides.  Great table service!  All around awesome experience!!,Valid,"The review describes a genuine dining experience at the Brazilian steakhouse, mentioning specific aspects like meat quality, salads, sides, and service that are directly relevant to the restaurant's offerings. The 5-star rating is consistent with the positive experience described.",,,,Fogo de Chão Brazilian Steakhouse,Upscale Brazilian chain for all-you-can-eat meat carved tableside plus an extensive salad bar.,"['Brazilian restaurant', 'Restaurant', 'Steak house']"
Cotton Patch Cafe,"Best place for home cooking. Fried green tomatoes,baked squash casserole are my favorite.",Valid,"The review describes a genuine dining experience with specific menu items (fried green tomatoes, baked squash casserole) that align well with the restaurant's Southern/Southwestern cuisine category and family-friendly description. The 5-star rating is consistent with the positive sentiment about 'home cooking'.",,,,Cotton Patch Cafe,Family-friendly Texas-born chain dishing up hearty Southwestern recipes made from scratch.,"['Restaurant', 'Southern restaurant (US)']"
Das Peach Haus,Passing by? This is one of those good stops. Definitely worth it,Valid,"The review provides a genuine recommendation about the location being a worthwhile stop, which is relevant to a business that serves as a scenic spot, winery, and wine bar. The 5-star rating aligns with the positive endorsement.",,,,Das Peach Haus,,"['Winery', 'Culinary school', 'Gift basket store', 'Scenic spot', 'Wine bar']"
MedPost Urgent Care of Cibolo,"Very clean facility, not busy, friendly staff, helpful and concerned.  I appreciate that the doctor didn't order unnecessary diagnostics because he said the treatment for the injury would be the same either way.",Valid,"The review describes a genuine medical experience at the urgent care facility, mentioning specific aspects like cleanliness, staff friendliness, and the doctor's approach to treatment. The 5-star rating is consistent with the positive experience described.",,,,MedPost Urgent Care of Cibolo,,"['Urgent care center', 'Medical clinic', 'Walk-in clinic']"
Cicis Pizza,Location is very clean and pizza is always fresh on the buffet.,Valid,"The review describes a genuine dining experience at Cicis Pizza, commenting on the cleanliness and freshness of the buffet food, which directly relates to the restaurant's buffet service. The 4-star rating is consistent with the positive feedback.",,,,Cicis Pizza,"Italian chain offering buffets with an array of specialty pizzas, plus simple pastas & salads.","['Pizza restaurant', 'American restaurant', 'Buffet restaurant', 'Italian restaurant', 'Takeout Restaurant']"
H-E-B plus!,"I love this store! Always stocked up, the employees are super friendly, and they always have new stuff rotating around. They make grocery shopping a pleasant experience instead of a chore.",Valid,"The review describes a genuine shopping experience at the grocery store, praising specific aspects like stock levels, employee friendliness, and product variety. The 5-star rating is consistent with the positive feedback about the store.",,,,H-E-B plus!,,['Grocery store']
AutoZone Auto Parts,Love the Domaine. He changed my windshield wipers for me.,Valid,"The review describes a genuine experience at AutoZone where an employee helped change windshield wipers, which is relevant to an auto parts store. The 5-star rating is consistent with the positive experience described.",,,,AutoZone Auto Parts,,"['Auto parts store', 'Car accessories store', 'Car battery store', 'Tool rental service']"
Food King,It mostly has everthing,Valid,"The review text 'It mostly has everthing' is relevant to a grocery store/supermarket as it describes the product selection available at the location. The 5-star rating is consistent with the positive sentiment, and the review reflects a genuine shopping experience.",,,,Food King,,"['Grocery store', 'Supermarket']"
Starbucks,Usually love this place.  Waited in line for 15 minutes.  Inside was just as busy.  Noticed the car ahead of me got the wrong order and returned it.  I got mine and drove away.  Mine was wrong too.  Not about to go back to wait in line again.  Hope next time is better.,Valid,"The review describes a genuine visit experience at Starbucks, detailing specific issues encountered (long wait times, wrong order) that are directly relevant to the coffee shop service. The 2-star rating is consistent with the negative experience described.",,,,Starbucks,,"['Coffee shop', 'Breakfast restaurant', 'Cafe', 'Coffee store', 'Espresso bar', 'Internet cafe']"
Don McGill Toyota,The internet Operators are liars and Financial guys are liars and I can cansider that as a scam.,Valid,"The review expresses a negative experience with the dealership's internet operators and financial staff, which directly relates to the Toyota dealer's services. Despite the strong negative sentiment and 1-star rating, the reviewer is commenting on specific aspects of the business (staff and financial services) that are relevant to a car dealership.",,,,Don McGill Toyota,,"['Toyota dealer', 'Car dealer', 'Car finance and loan company', 'Car leasing service', 'Motor vehicle dealer', 'Truck dealer', 'Used car dealer', 'Used truck dealer']"
Jack in the Box,Decently clean wasn't a bad experience,Valid,"The review describes a genuine dining experience at the fast-food restaurant, commenting on cleanliness and overall experience, which is relevant to the business category and services offered.",,,,Jack in the Box,"Burgers, chicken, tacos & breakfast items fill out the menu at this fast-food chain.","['Fast food restaurant', 'Breakfast restaurant', 'Chicken restaurant', 'Hamburger restaurant']"
Panera Bread,No VEGAN or plant based options!!! The veggie sandwich has literally SUGAR!!! Not coming back ever!!!,Valid,"The review expresses genuine frustration about the lack of vegan options and ingredient concerns at Panera Bread, which is directly relevant to the restaurant's food offerings. Despite the strong negative sentiment and 1-star rating, the reviewer is providing feedback based on their dining experience at the location.",,,,Panera Bread,,"['Cafe', 'Bakery', 'Breakfast restaurant', 'Caterer', 'Coffee shop', 'Delivery service', 'Takeout Restaurant', 'Salad shop', 'Sandwich shop', 'Soup restaurant']"
"Memorial Park Dental Spa Houston, TX","From the phone call for requesting an appointment all the way through my departure after my new patient visit, everyone was incredibly pleasant. The exam and cleaning was gentle yet thorough. They provided great comfort and cleanliness. All costs and future dental plans were stated up front prior to any procedures taken place.",Valid,"The review describes a genuine dental visit experience at Memorial Park Dental Spa, detailing specific aspects like the appointment process, exam, cleaning, staff behavior, and billing transparency. The content is highly relevant to the dental services offered and the 5-star rating aligns with the positive experience described.",,,,"Memorial Park Dental Spa Houston, TX",,"['Dentist', 'Cosmetic dentist', 'Dental clinic', 'Dental implants periodontist', 'Dental radiology', 'Emergency dental service', 'Facial spa', 'Massage therapist', 'Pediatric dentist', 'Teeth whitening service']"
