business_name,text,predicted_label,prediction_reason,description,category
Arbuckle Mountain Fried Pies,"My DIL, grandkids, and I stopped here for lunch while passing through the area.  We tried the chicken vegetable and Tex Mex savory pies which were made fresh when we ordered and were both excellent.  We also had one of their pecan pies which we highly recommend!! The counter staff were very friendly. I can't wait to bring my husband here. With the beautiful scenery, friendly staff, and excellent food it will make for a nice afternoon outing.",Valid,"The review describes a genuine dining experience at the pie shop, mentioning specific food items (chicken vegetable pie, Tex Mex pie, pecan pie) that align with the business category of 'Pie shop' and 'Bakery'. The reviewer provides detailed feedback about the food quality, staff friendliness, and overall experience, with a 5-star rating that matches the positive content.",,"['Pie shop', 'Bakery']"
QDOBA Mexican Eats,Always good food but now that they have added call in ordering thru app it even better,Valid,"The review describes a genuine experience at the Mexican restaurant, praising the food quality and specifically mentioning the convenience of the new app ordering feature. The 5-star rating is consistent with the positive feedback about both food and service improvements.","Mexican chain for counter-serve, custom burritos, tacos & more, including health-oriented options.","['Mexican restaurant', 'Bar & grill', 'Brunch restaurant', 'Caterer', 'Delivery service', 'Fast food restaurant', 'Restaurant', 'Tex-Mex restaurant']"
Bunslingers,The manager/owner was very present and friendly with both with staff and customers alike. The options for meals are plentiful whether its types of links or toppings. Would definitely try it again,Valid,"The review describes a genuine dining experience at the restaurant, mentioning the manager/owner's friendliness, meal options, and expressing intent to return. The 4-star rating is consistent with the positive feedback about the service and food variety.",,['Restaurant']
Loaves & Fishes,"Grear place, very helpful,  and Great people",Valid,"The review provides a genuine positive experience about the organization, mentioning helpful staff and describing it as a 'great place' with 'great people', which is relevant to a social services organization/charity. The 4-star rating is consistent with the positive feedback.",,"['Social services organization', 'Charity']"
Sonic Drive-In,Fast food,Valid,The review text 'Fast food' is directly relevant to the business category 'Fast food restaurant' and description mentioning 'Fast-food burger & fries joint'. The 5-star rating indicates a positive experience with the fast food service.,"Fast-food burger & fries joint with an old-school feel, including retro drive-in service.","['Fast food restaurant', 'Chicken restaurant', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant']"
Casa Perico Mexican Grille,Amazing food with amazing prices. Friendly staff. I love the environment. No complaints. I live nearby so I go here regularly.,Valid,"The review describes a genuine dining experience at the Mexican restaurant, mentioning specific aspects like food quality, prices, staff friendliness, and environment. The reviewer also indicates they are a regular customer who lives nearby, which adds authenticity. The 5-star rating is consistent with the positive feedback.",,"['Mexican restaurant', 'Restaurant']"
Express Credit Auto,They had great customer service they had a wonderful selection of vehicles they were all clean,Valid,"The review describes a genuine experience at a used car dealership, mentioning relevant aspects like customer service, vehicle selection, and cleanliness. The 5-star rating is consistent with the positive feedback about the business.",,['Used car dealer']
NAPA Auto Parts - Genuine Parts Company,Very helpful employees,Valid,"The review describes a positive experience with the employees at an auto parts store, which is directly relevant to the business. The 5-star rating is consistent with the positive feedback about helpful staff.",,"['Auto parts store', 'Trailer supply store', 'Truck accessories store']"
Twin Peaks Restaurant,The food was great and our servers where fun and cute.,Valid,"The review describes a genuine dining experience at the restaurant, mentioning both the food quality and service staff, which aligns with the sports bar/American restaurant concept. The 5-star rating is consistent with the positive feedback.",Sports-bar chain where scantily clad waitresses serve American comfort food in lodgelike surrounds.,"['American restaurant', 'Sports bar']"
Honor Heights Park,It was awesome at the park,Valid,The review describes a genuine positive experience at Honor Heights Park with a 5-star rating that matches the positive sentiment. The text 'It was awesome at the park' is directly relevant to the park location and aligns with the business category of 'Park' and 'Tourist attraction'.,"122-acre arboretum & botanical garden offering trails, a recreational area & an azalea festival.","['Park', 'Tourist attraction']"
Cox Store,Ok,Irrelevant,"The review text 'Ok' is extremely short and vague, providing no specific information about the cable/internet/telephone services offered by Cox Store. The text does not relate to any aspect of the business category or services, making it irrelevant despite the 5-star rating.",,"['Cable company', 'Internet service provider', 'Telephone company']"
Braum's Ice Cream & Burger Restaurant,"Always so good, many choices",Valid,"The review describes a positive experience with the restaurant, mentioning 'Always so good, many choices' which is relevant to the business offering burgers, ice cream, and groceries. The 5-star rating is consistent with the positive sentiment expressed.","Longtime Oklahoma-based chain offering fast-food burgers, ice cream & a full range of groceries.","['Ice cream shop', 'Fast food restaurant', 'Grocery store', 'Hamburger restaurant']"
